StartTime_new,DE_Load,DK_Load,HU_Load,IT_Load,NL_Load,PO_Load,SE_Load,SP_Load,UK_Load,green_energy_SP,green_energy_UK,green_energy_DE,green_energy_DK,green_energy_HU,green_energy_SE,green_energy_IT,green_energy_PO,green_energy_NL
2022-01-04 06:00:00,254271,5205,22996,34806,54802,23023,20800,28993,1258,16653,0,102634,2726,883,14018,9143,3298,6663
2022-01-04 07:00:00,265425,5238,22979,36950,59275,23454,20732,30459,1530,18025,0,102328,2849,1504,13934,10427,3044,5847
2022-01-04 08:00:00,269692,5314,22958,37370,60815,23660,20622,31305,1892,19404,0,104276,3017,2252,13813,11729,2804,6418
2022-01-04 09:00:00,272977,5333,23194,37404,60695,24118,20849,31355,2147,20493,0,109686,3309,2509,13819,12759,2951,4828
2022-01-04 10:00:00,278605,5260,23504,36515,60731,24361,20973,31292,2285,20899,0,111281,3647,2554,14133,12949,2702,5676
2022-01-04 11:00:00,277806,5227,23930,35879,60624,24276,20749,31527,2317,20966,0,110563,3525,2284,13982,12767,2537,6077
2022-01-04 12:00:00,273462,5188,23658,36285,60527,24024,20770,31273,2335,21698,0,110222,3734,2088,13969,12426,2485,6803
2022-01-04 13:00:00,271398,5091,23807,36395,60152,23959,21558,30405,2393,21343,0,109492,3860,1944,13862,11059,2524,6702
2022-01-04 14:00:00,271699,5299,24064,37175,60484,24402,21965,30188,2340,20867,0,113225,3891,1728,13703,10012,2580,5948
2022-01-04 15:00:00,275108,5641,24804,38809,62735,24328,22098,30488,2335,19832,0,118839,4117,1746,13564,10868,2879,7995
2022-01-04 16:00:00,280297,5430,24481,38606,65179,23992,21647,31590,2424,18689,0,124073,4436,1746,13413,10472,3277,7117
2022-01-04 17:00:00,277994,5147,24196,38158,61854,23736,21163,32085,2722,19153,0,119108,5023,1723,13518,10101,3373,8768
2022-01-04 18:00:00,270170,4855,23676,35807,59419,23112,20499,32753,1423,20384,0,120040,5355,1626,13321,9201,3582,11030
2022-01-04 19:00:00,254412,4594,22830,33021,56378,21669,19641,32032,1255,20896,0,119765,5555,1613,13039,8793,3671,11075
2022-01-04 20:00:00,242520,4322,21785,29495,53698,20229,19007,29607,2383,20643,0,117422,5543,1390,13085,8483,3579,12467
2022-01-04 21:00:00,230236,4036,20845,26393,51094,18802,18021,26964,2180,19585,0,120431,5439,1484,12771,8276,3617,13959
2022-01-04 22:00:00,216521,3905,19721,23875,48171,17752,17745,25526,1964,18807,0,126816,5502,1476,12694,8697,3762,13899
2022-01-04 23:00:00,207787,3780,18448,22316,46082,17163,17270,23719,1700,19272,0,134885,5590,1391,12532,8820,3620,14492
2022-01-05 00:00:00,200502,3879,17644,21457,44542,16787,17050,22560,1453,18999,0,146838,5059,1340,12519,9011,3300,15124
2022-01-05 01:00:00,199264,3864,17016,21328,44317,16803,17103,22015,1326,18669,0,158191,4862,1276,12491,9327,3114,15578
2022-01-05 02:00:00,204027,3871,16847,21548,44149,17166,17262,21928,1310,18467,0,165437,4748,1198,12513,9142,2866,16051
2022-01-05 03:00:00,211423,3959,17583,23074,44739,17874,17810,22317,1269,17598,0,167380,4708,1097,12681,9196,2744,16432
2022-01-05 04:00:00,227155,4512,19351,26683,46258,20243,19235,24279,1257,16002,0,173898,4636,934,13326,8034,2839,16694
2022-01-05 05:00:00,251452,5145,22297,30651,49996,22207,20644,27094,1283,16829,0,171473,4328,955,13734,8602,2981,17091
2022-01-05 06:00:00,272135,5389,23121,34278,55534,23028,21248,29198,1377,17601,0,179409,3964,1101,13663,10927,3317,17407
2022-01-05 07:00:00,282406,5428,23629,36402,59353,23535,21376,30892,1675,19498,0,187414,3692,1187,13621,12660,3672,17311
2022-01-05 08:00:00,287659,5469,23905,36448,61021,23727,21549,31720,2125,21463,0,196723,3852,1362,13411,12720,3753,17343
2022-01-05 09:00:00,292886,5472,24176,36161,61124,24107,21489,31813,2356,22006,0,211729,4113,1580,13308,12244,3968,17411
2022-01-05 10:00:00,297686,5433,24580,35419,60209,24197,21319,31696,2496,22693,0,222046,4341,1673,13187,12242,4176,17642
2022-01-05 11:00:00,296793,5414,24634,34559,59304,24215,21436,31771,2560,23626,0,230056,4610,1579,13349,11765,4174,17709
2022-01-05 12:00:00,291680,5362,24283,35010,59158,23969,21327,31128,1285,22944,0,223180,4828,1335,13530,11111,4461,17398
2022-01-05 13:00:00,287193,5284,24548,35036,59484,23816,22057,30129,1296,20765,0,209774,4555,980,13869,10983,4594,17169
2022-01-05 14:00:00,284429,5458,24738,36026,60449,24338,22197,29775,2520,17798,0,200460,4324,835,14139,11143,4695,16644
2022-01-05 15:00:00,288704,5818,25260,37864,62690,24205,22071,29788,2506,15168,0,195316,4367,905,14287,12826,4853,16623
2022-01-05 16:00:00,294780,5596,24805,38054,65027,23697,21801,30554,2578,14752,0,191230,4284,1154,14649,13600,5133,16243
2022-01-05 17:00:00,291879,5287,24515,37569,62286,23425,21434,30805,2905,15369,0,180867,4422,1247,14895,13402,5121,15951
2022-01-05 18:00:00,282592,5031,24048,35162,59793,22866,20792,31001,1519,14388,0,178939,4374,1490,14862,11563,4804,15696
2022-01-05 19:00:00,265578,4844,23220,32140,56930,21540,19817,30267,1342,14223,0,173824,4204,1496,14546,10257,4705,15561
2022-01-05 20:00:00,253115,4572,22289,28971,54108,20089,19120,28127,2531,13056,0,169373,3880,1485,14316,9695,4675,13749
2022-01-05 21:00:00,240686,4315,21453,26109,51647,18792,18579,26065,2326,12681,0,164166,3893,1279,14415,9249,4577,13216
2022-01-05 22:00:00,226271,4051,20432,23797,48823,17750,18215,24523,2072,12611,0,159814,4032,1193,14767,9560,4576,12236
2022-01-05 23:00:00,218188,3967,19179,22257,46607,16977,17680,22677,1772,12575,0,156419,3816,1240,14818,9183,4448,13179
2022-01-06 00:00:00,212791,3895,18356,21403,44926,16561,17514,21284,783,13174,0,147444,3476,1077,14874,8501,4527,9944
2022-01-06 01:00:00,209749,3864,17668,20860,43936,16399,17502,20486,679,14109,0,140564,3085,990,14904,8018,4430,8920
2022-01-06 02:00:00,208091,3941,17518,20830,43617,16401,17795,20148,678,14237,0,129930,2797,955,14903,7207,4711,6800
2022-01-06 03:00:00,212166,4163,18269,21359,44290,16213,18109,20108,623,13407,0,118602,2446,949,14913,6294,4835,4985
2022-01-06 04:00:00,219986,4765,20137,22470,46569,16250,18714,20607,1184,12129,0,108953,2078,991,15227,5620,4437,3253
2022-01-06 05:00:00,235912,5371,23160,24291,51235,16590,19147,21292,1193,11939,0,100501,1909,1022,15475,7167,4038,2370
2022-01-06 06:00:00,252192,5633,24170,25936,57237,17087,20168,21817,617,12573,0,96003,1919,1020,15920,8968,4092,2009
2022-01-06 07:00:00,257922,5608,24458,27884,60865,18076,20826,23300,847,14299,0,92819,1941,1342,16367,10934,4766,1130
2022-01-06 08:00:00,262160,5592,24250,29106,59895,18799,21258,24752,2073,16376,0,91716,2064,2016,16174,11496,5163,1292
2022-01-06 09:00:00,263766,5447,24073,29169,56254,19315,21169,25040,2304,17448,0,96029,2023,2532,15977,10382,5699,2110
2022-01-06 10:00:00,265922,5326,24298,29057,53946,19658,21064,24856,2411,17932,0,97774,1911,2849,15848,10329,6091,2830
2022-01-06 11:00:00,262184,5293,24507,27238,52892,19860,20625,25111,2439,18716,0,95996,1807,2816,15754,9295,5733,4301
2022-01-06 12:00:00,255998,5205,24278,26974,53562,19875,20709,25319,2443,20291,0,90046,1629,2346,15825,8366,5352,5335
2022-01-06 13:00:00,251343,5163,24527,27105,55745,19753,21371,24387,2425,20685,0,79468,1503,1942,15794,7028,4756,6258
2022-01-06 14:00:00,249755,5410,24744,27979,58746,20402,21680,23876,2318,19306,0,67903,1724,1741,15878,6405,4830,8040
2022-01-06 15:00:00,258153,5817,25493,31157,62312,20552,21954,24388,2321,15432,0,73219,1987,1389,15907,7969,5017,9305
2022-01-06 16:00:00,270955,5655,25290,32505,65345,20465,21591,26611,2437,14563,0,88567,2362,1397,15794,8648,4629,11568
2022-01-06 17:00:00,271299,5309,25096,32972,62671,20485,21068,27957,2743,14829,0,99974,2727,1307,15725,7800,4349,13835
2022-01-06 18:00:00,266511,5009,24771,31777,60087,20226,20458,28840,2809,14579,0,109796,3016,1231,15382,6404,3781,15843
2022-01-06 19:00:00,255356,4730,23984,29627,57242,19556,20482,29309,2576,13740,0,120526,3222,1201,15102,5613,3442,16467
2022-01-06 20:00:00,244941,4498,23026,27348,54355,18884,20455,28079,2387,13007,0,122917,3524,947,14641,5631,3429,16507
2022-01-06 21:00:00,237085,4232,22152,24725,51176,17761,19167,25915,2196,11904,0,130782,3738,1048,14245,5392,3318,16047
2022-01-06 22:00:00,225569,3987,21060,22992,48467,16997,18524,24213,1943,11633,0,138515,4030,1154,12872,5283,3271,16456
2022-01-06 23:00:00,213543,3853,19668,21386,46534,16433,18521,22480,1686,11879,0,144729,4393,1053,12437,5504,3216,16753
2022-01-07 00:00:00,208118,3869,18965,20609,44996,16186,18153,21292,1460,12374,0,150700,4679,964,12084,5932,3296,16758
2022-01-07 01:00:00,205425,3872,18378,20460,43913,16161,18216,20706,1348,13262,0,157141,5227,706,11832,6094,3257,16867
2022-01-07 02:00:00,207491,3852,18244,20816,43252,16425,18365,20647,1303,13809,0,160790,5478,594,12083,6395,3308,15867
2022-01-07 03:00:00,215732,4171,19047,22275,43937,17182,18495,21258,1268,13903,0,161486,5578,591,12258,6731,3443,16202
2022-01-07 04:00:00,228451,4794,20997,26081,45972,18906,20144,23127,1242,13234,0,161816,5741,582,13440,7173,3609,15881
2022-01-07 05:00:00,251254,5394,24068,29831,50094,20101,21352,25767,1243,12593,0,165320,5661,585,13724,8134,3593,15933
2022-01-07 06:00:00,270575,5609,24879,32797,55364,20909,21863,27778,1370,13701,0,165899,5343,791,13886,9868,3791,15223
2022-01-07 07:00:00,280999,5619,24279,34710,59510,21505,21967,29656,1658,15743,0,166226,4698,2138,14186,12131,4273,14670
2022-01-07 08:00:00,287473,5591,23325,35433,60270,21346,22315,30690,2104,18414,0,166393,4663,3924,14463,13660,4501,14475
2022-01-07 09:00:00,290000,5597,22627,34919,58822,21264,22456,30521,2350,19500,0,170217,4600,5166,14567,13260,4444,14292
2022-01-07 10:00:00,293335,5519,22505,34330,57216,21228,22363,30194,2510,20242,0,170352,4480,5555,14449,13185,4407,13918
2022-01-07 11:00:00,291698,5388,22587,33466,57208,21885,22296,30397,2550,20247,0,162169,4495,5275,14340,12431,4519,13981
2022-01-07 12:00:00,284178,5191,22717,33507,57496,22107,22321,30357,2552,20238,0,155701,4110,4168,14392,10605,4158,14268
2022-01-07 13:00:00,281387,5138,23651,33812,58620,22319,22437,29521,2544,20208,0,147525,3913,2396,14284,9298,4175,14002
2022-01-07 14:00:00,279075,5283,24781,35054,59952,22930,22405,29212,2448,19370,0,141975,3590,962,14155,9006,4585,13196
2022-01-07 15:00:00,281797,5579,26000,38172,61849,23000,22335,29408,2383,15884,0,143481,3332,715,14152,10306,4591,11868
2022-01-07 16:00:00,286304,5438,25849,38629,63875,22792,21736,31271,2416,14845,0,146766,3533,847,13956,10871,4600,10771
2022-01-07 17:00:00,279756,5066,25628,38417,61344,22451,21128,32420,1301,14972,0,141726,3789,799,13882,10433,4214,10443
2022-01-07 18:00:00,268767,4717,25143,36227,58692,22022,20408,33087,1398,14294,0,133057,3709,784,13808,8965,4042,9541
2022-01-07 19:00:00,254714,4432,24320,33343,55978,20822,19519,32597,2603,14209,0,122473,3507,837,13626,7094,3774,8073
2022-01-07 20:00:00,243344,4267,23564,30090,53240,19960,18730,30299,2384,12668,0,114849,3375,861,13421,6359,3558,8476
2022-01-07 21:00:00,233075,3991,22794,27169,50276,18816,18221,27675,2184,12698,0,110874,3463,880,13420,5992,3230,7877
2022-01-07 22:00:00,220002,3824,21688,24784,47876,17743,17573,25942,1948,11389,0,105339,3305,830,13102,5775,2941,8521
2022-01-07 23:00:00,208255,3685,20528,23317,46441,17243,17102,23912,1705,10675,0,107707,3096,779,12953,5662,2887,8858
2022-01-08 00:00:00,200464,3584,19540,22441,45103,16879,16679,22497,1465,11055,0,105283,3173,724,13031,5992,2889,8972
2022-01-08 01:00:00,198416,3533,18845,22024,43938,16792,16817,21849,1338,11386,0,108076,3554,710,13047,6294,2864,7220
2022-01-08 02:00:00,197674,3529,18524,22037,42972,16860,16970,21542,1287,12083,0,103430,3474,690,13082,6558,2746,5990
2022-01-08 03:00:00,196406,3600,18774,22884,43129,17340,17050,21638,1182,13174,0,97399,3654,735,12979,6767,2678,6326
2022-01-08 04:00:00,197312,3788,19220,25201,44362,18151,17250,22356,1127,13006,0,100890,4190,740,13080,6644,2679,6109
2022-01-08 05:00:00,202582,4014,20531,27606,46133,18785,17856,23603,1110,12568,0,99061,4582,738,13303,7141,2717,5802
2022-01-08 06:00:00,212921,4328,21749,29716,48407,19579,18681,24867,1140,12583,0,101864,4659,781,13521,8897,2865,6610
2022-01-08 07:00:00,226184,4580,22872,31611,51083,20444,18937,26939,1326,14544,0,111558,4616,1191,13512,10245,3216,8041
2022-01-08 08:00:00,239720,4783,23430,32033,52765,21138,19531,28682,1562,17256,0,117476,4708,1704,13503,12314,3461,10402
2022-01-08 09:00:00,246040,4768,23730,31403,53386,21373,19969,28988,1757,18809,0,123370,4272,2134,13591,12859,3467,13832
2022-01-08 10:00:00,251743,4645,24305,30581,53587,21507,20099,29002,1954,20173,0,131244,4033,2010,13517,12800,3252,15630
2022-01-08 11:00:00,251065,4578,24167,29560,53954,21676,19855,29376,2059,21043,0,135109,3913,1800,13385,12261,3197,16378
2022-01-08 12:00:00,246925,4535,23531,29300,54699,21486,19961,29475,2086,22224,0,139761,3651,1572,13464,11234,3098,16634
2022-01-08 13:00:00,244262,4581,23262,29757,55728,21476,20148,28464,2093,22095,0,139575,3592,1181,13609,9129,2786,17262
2022-01-08 14:00:00,246748,4834,23532,31078,56287,22045,20353,27669,2040,19810,0,138419,3592,746,13541,8333,2989,17525
2022-01-08 15:00:00,256149,5239,24438,34594,58088,22051,20381,27852,2010,17408,0,146199,3600,577,13517,9497,2989,17505
2022-01-08 16:00:00,268367,5146,24358,36017,60536,21857,20448,29993,2058,18143,0,158814,3771,607,13399,9736,3037,17528
2022-01-08 17:00:00,266198,4788,24076,36486,58553,21552,20183,31156,2307,19330,0,166200,4064,642,13210,9724,2916,17467
2022-01-08 18:00:00,257467,4523,23758,34469,56189,21136,19451,31764,2470,19763,0,173519,4184,721,12642,8875,2357,16972
2022-01-08 19:00:00,244227,4330,23052,31761,53161,20230,18698,31606,2301,19221,0,179539,4252,805,12071,7193,2147,15531
2022-01-08 20:00:00,235472,4159,22071,29176,51056,19224,18190,29474,2099,18323,0,182406,4374,847,11923,6357,1938,15615
2022-01-08 21:00:00,228617,3981,21116,26534,48901,18046,17739,27108,1933,18358,0,185264,4626,798,11710,6095,2061,15764
2022-01-08 22:00:00,217037,3915,20040,24397,46830,17078,17228,25059,1751,20470,0,189548,4827,741,11487,6322,2083,14561
2022-01-08 23:00:00,205466,3813,19002,22471,44718,16344,17162,23142,1582,21307,0,185881,4991,724,11422,6391,2112,11822
2022-01-09 00:00:00,197997,3723,18432,21364,43657,15913,16909,21719,1405,21211,0,179657,4973,750,11507,6194,2300,14182
2022-01-09 01:00:00,193653,3759,17909,20827,42827,15681,16829,20859,1279,21306,0,170912,4943,783,11521,6244,2481,15089
2022-01-09 02:00:00,191070,3755,17655,20920,41823,15813,16799,20371,1256,21938,0,167048,4949,836,11568,6105,2607,15951
2022-01-09 03:00:00,192888,3805,17923,21428,41723,16037,16990,20384,1188,22157,0,164870,4888,850,11788,6191,2977,16657
2022-01-09 04:00:00,190586,3892,18435,22836,42409,16484,17248,20873,1155,21726,0,159620,4768,864,11998,6533,3151,16484
2022-01-09 05:00:00,192030,4045,19498,24309,43688,16835,17693,21535,1142,20706,0,163352,4626,898,12479,7178,3285,16122
2022-01-09 06:00:00,200301,4322,20464,25699,45764,17299,18239,22175,1169,20605,0,159984,4496,999,12872,9136,3397,15346
2022-01-09 07:00:00,212439,4486,21595,27828,47644,17983,18741,24018,1258,21303,0,151388,4310,1598,13190,10124,3875,14347
2022-01-09 08:00:00,227524,4651,22334,29848,48748,18427,19485,26046,1389,23560,0,148539,3933,2259,13555,11859,3799,14055
2022-01-09 09:00:00,235864,4716,22777,30967,48586,18352,19911,27195,1543,24596,0,148408,3694,2632,13581,13301,3591,12844
2022-01-09 10:00:00,242909,4724,22957,31067,47980,18561,19965,27654,1748,25285,0,147555,3378,2562,13681,12448,3380,11431
2022-01-09 11:00:00,240097,4655,22639,29777,47366,19111,20045,28513,1922,26883,0,140607,3154,2287,13708,11574,3093,10485
2022-01-09 12:00:00,232449,4602,22221,29246,47128,19472,20295,28661,2039,27550,0,131790,2992,1878,13838,10763,2739,8520
2022-01-09 13:00:00,226801,4646,22253,29206,48044,19621,20652,27297,2172,28221,0,119303,2915,1268,13971,10142,2825,7442
2022-01-09 14:00:00,226526,4819,22646,29949,49958,20519,21211,26375,1087,27518,0,108985,3204,759,14068,9030,3428,5912
2022-01-09 15:00:00,235075,5241,23851,32839,54013,20863,21351,26563,1064,23946,0,102188,3283,683,14108,9661,3757,4741
2022-01-09 16:00:00,247250,5106,23925,34144,59212,20845,21024,28870,2185,22191,0,103632,3149,681,14050,10144,3802,4362
